id,committees,congress,bill_type,bill_number,bill_version,title,text_length,policy_area,legislative_subjects
118hres93ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,93.0,Introduced (House),"Expressing support for the designation of February 4, 2023, as National Cancer Prevention Day.",405.0,Health,"['Cancer', 'Commemorative events and holidays', 'Health promotion and preventive care']"
118hres224ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,224.0,Introduced (House),Raising awareness of the racial disparities in the impact of colorectal cancer on the Black community.,1143.0,Health,"['Cancer', 'Health promotion and preventive care', 'Medical research', 'Medical tests and diagnostic methods', 'Minority health', 'Racial and ethnic relations', 'State and local government operations']"
118hres723rh,['Rules Committee'],118.0,House Simple Resolution,723.0,Reported in (House),"Providing for consideration of the bill (H.R. 4365) making appropriations for the Department of Defense for the fiscal year ending September 30, 2024, and for other purposes; providing for consideration of the bill (H.R. 4367) making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2024, and for other purposes; providing for consideration of the bill (H.R. 4665) making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2024, and for other purposes; and providing for consideration of the bill (H.R. 4368) making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2024, and for other purposes.",11953.0,Congress,"['House of Representatives', 'Legislative rules and procedure']"
118hres20ih,['Oversight and Accountability Committee'],118.0,House Simple Resolution,20.0,Introduced (House),Expressing support for designation of September 2023 as Gospel Music Heritage Month and honoring gospel music for its valuable and longstanding contributions to the culture of the United States.,240.0,"Arts, Culture, Religion","['Commemorative events and holidays', 'Music', 'Religion']"
118hres48ih,"['Energy and Commerce Committee', 'Judiciary Committee']",118.0,House Simple Resolution,48.0,Introduced (House),Expressing support for the Supreme Court’s decision in Dobbs v. Jackson Women’s Health Organization.,415.0,Law,"['Abortion', 'Constitution and constitutional amendments', 'Supreme Court']"
118hres442ih,['Transportation and Infrastructure Committee'],118.0,House Simple Resolution,442.0,Introduced (House),Expressing support for the designation of May 24 as National Aviation Maintenance Technician Day or National AMT Day to commemorate the work of aviation maintenance professionals.,264.0,Transportation and Public Works,"['Aviation and airports', 'Commemorative events and holidays', 'Transportation employees']"
118hres211ih,['Oversight and Accountability Committee'],118.0,House Simple Resolution,211.0,Introduced (House),"Expressing support for the designation of March 8, 2023, as National Emily Warner and Women Airline Pilots Day.",96.0,Transportation and Public Works,"['Aviation and airports', 'Commemorative events and holidays', 'Congressional tributes', 'Women']"
118hres339ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,339.0,Introduced (House),Expressing the sense of the House of Representatives that an all-of-the-above energy strategy is the most viable approach to energy policy.,320.0,Energy,"['Alternative and renewable resources', 'Coal', 'Energy efficiency and conservation', 'Energy prices', 'Industrial policy and productivity', 'Manufacturing', 'Mining', 'Oil and gas']"
118hres217ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,217.0,Introduced (House),Supporting the designation of March 2023 as Endometriosis Awareness Month.,546.0,Health,"['Commemorative events and holidays', 'Health promotion and preventive care', 'Medical education', 'Medical research', 'Medical tests and diagnostic methods', 'Research administration and funding', 'Sex and reproductive health', 'Women']"
118hres260rh,['Rules Committee'],118.0,House Simple Resolution,260.0,Reported in (House),"Providing for consideration of the bill (H.R. 1) to lower energy costs by increasing American energy production, exports, infrastructure, and critical minerals processing, by promoting transparency, accountability, permitting, and production of American resources, and by improving water quality certification and energy projects, and for other purposes.",2642.0,Congress,"['House of Representatives', 'Legislative rules and procedure']"
118hres514ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,514.0,Introduced (House),"Expressing support for the designation of June 19, 2023, as World Sickle Cell Awareness Day in order to increase public alertness across the United States and global community about sickle cell disease, the continued need for empirical research, early detection screenings for sickle cell trait carriers, novel effective treatments leading to a cure, and preventative care programs with respect to complications from sickle cell anemia and conditions related to sickle cell disease.",2185.0,Health,"['Blood and blood diseases', 'Cell biology and embryology', 'Child health', 'Commemorative events and holidays', 'Digestive and metabolic diseases', 'Genetics', 'Health care coverage and access', 'Health promotion and preventive care', 'Hereditary and development disorders', 'Home and outpatient care', 'Intergovernmental relations', 'Medicaid', 'Medical research', 'Medicare', 'Minority health', 'Presidents and presidential powers, Vice Presidents', 'State and local government operations', 'World health']"
118hres28ih,"['Energy and Commerce Committee', 'Judiciary Committee']",118.0,House Simple Resolution,28.0,Introduced (House),Condemning the Supreme Court’s decision to overturn Roe v. Wade and Planned Parenthood v. Casey and committing to advancing reproductive justice and judicial reform.,1034.0,"Civil Rights and Liberties, Minority Issues","['Abortion', 'Constitution and constitutional amendments', 'Disability and health-based discrimination', 'Sex and reproductive health', 'Sex, gender, sexual orientation discrimination', 'Supreme Court', 'Women', '', 's rights']"
118hres351ih,"['Energy and Commerce Committee', 'Education and the Workforce Committee']",118.0,House Simple Resolution,351.0,Introduced (House),"Recognizing the impact the stigmatization of menstruation has on the lives of women, girls, and people who menstruate, and expressing support for the designation of the month of May as National Menstrual Health Awareness Month.",1365.0,Health,"['Health care coverage and access', 'Health promotion and preventive care', 'Medical education', 'Medical research', 'Sex and reproductive health', 'Women']"
118hres553ih,['Oversight and Accountability Committee'],118.0,House Simple Resolution,553.0,Introduced (House),"Honoring the life, achievements, and legacy of Gloria Molina, the first Latina elected to the California State Legislature, the first Latina elected to Los Angeles City Council, and the first Latina elected to Los Angeles County Board of Supervisors.",516.0,Government Operations and Politics,"['California', 'Congressional tributes', 'State and local government operations']"
118hres8ih,['Judiciary Committee'],118.0,House Simple Resolution,8.0,Introduced (House),"Impeaching Alejandro Nicholas Mayorkas, Secretary of Homeland Security, for high crimes and misdemeanors.",9039.0,Government Operations and Politics,"['Border security and unlawful immigration', 'Congressional oversight', 'Congressional-executive branch relations', 'Department of Homeland Security', 'Drug trafficking and controlled substances', 'Federal officials', 'Government ethics and transparency, public corruption', 'Law enforcement officers', 'Smuggling and trafficking', 'Terrorism']"
118hres686ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,686.0,Introduced (House),"Supporting the designation of September 19, 2023, as National Stillbirth Prevention Day, recognizing tens of thousands of American families that have endured a stillbirth, and seizing the opportunity to keep other families from experiencing the same tragedy.",387.0,Health,"['Child health', 'Commemorative events and holidays', 'Health promotion and preventive care', 'Sex and reproductive health']"
118hres359ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,359.0,Introduced (House),Expressing support for the designation of May 2023 as National Physical Fitness and Sports Month.,236.0,Health,"['Commemorative events and holidays', 'Health promotion and preventive care', 'Physical fitness and lifestyle']"
118hres529eh,['Rules Committee'],118.0,House Simple Resolution,529.0,Engrossed (House),"Relating to the resolution (H. Res. 503) impeaching Joseph R. Biden, Jr., President of the United States, for high crimes and misdemeanors.",137.0,Congress,"['Congressional oversight', 'Congressional-executive branch relations', 'Government ethics and transparency, public corruption', 'Presidents and presidential powers, Vice Presidents', 'Rule of law and government transparency']"
118hres258ih,['Veterans'],118.0,House Simple Resolution,258.0,Introduced (House),Expressing support for designation of a Welcome Home Vietnam Veterans Day.,496.0,Armed Forces and National Security,"['Asia', 'Commemorative events and holidays', 'Conflicts and wars', 'Congressional tributes', 'Veterans', 'Veterans', '']"
118hres432ih,"['Energy and Commerce Committee', 'Education and the Workforce Committee']",118.0,House Simple Resolution,432.0,Introduced (House),Supporting the goals and ideals of the month of May as Sex Ed For All Month: Equity and Access for All.,1868.0,Health,"['Child care and development', 'Child health', 'Commemorative events and holidays', 'Congressional tributes', 'Elementary and secondary education', 'Health promotion and preventive care', 'Sex and reproductive health']"
118hres37ih,['Education and the Workforce Committee'],118.0,House Simple Resolution,37.0,Introduced (House),"Honoring Zeta Phi Beta Sorority, Inc., on reaching the historic milestone of 103 years of scholarship, service, sisterhood, and finer womanhood.",162.0,Education,"['Commemorative events and holidays', 'Higher education', 'Social work, volunteer service, charitable organizations', 'Women']"
118hres972ih,['Judiciary Committee'],118.0,House Simple Resolution,972.0,Introduced (House),Raising awareness and encouraging the prevention of stalking by expressing support for the designation of January 2024 as National Stalking Awareness Month.,835.0,Crime and Law Enforcement,"['Assault and harassment offenses', 'Commemorative events and holidays', 'Congressional tributes', 'Crime victims', 'Criminal investigation, prosecution, interrogation', 'Law enforcement officers']"
118hres1143eh,['Foreign Affairs Committee'],118.0,House Simple Resolution,1143.0,Engrossed (House),Condemning Iran’s unprecedented drone and missile attack on Israel.,1243.0,International Affairs,"['Aviation and airports', 'Conflicts and wars', 'Europe', 'France', 'Iran', 'Israel', 'Jordan', 'Middle East', 'Military assistance, sales, and agreements', 'Military operations and strategy', 'United Kingdom']"
118hres634ih,"['Agriculture Committee', 'Energy and Commerce Committee', 'Ways and Means Committee', 'Judiciary Committee', 'Education and the Workforce Committee', 'Financial Services Committee']",118.0,House Simple Resolution,634.0,Introduced (House),"Expressing that the United States is obligated to permanently end the unhoused crisis by 2027 and uphold, protect, and enforce the civil and human rights of unhoused individuals, including the human rights to housing, universal health care, livable wages, education, employment opportunities, access to public facilities, free movement in public spaces, privacy, confidentiality, internet access, vote, freedom from harassment by law enforcement, private businesses, property owners, and housed residents, and equal rights to health care, legal representation, and social services without discrimination based on housing status.",18281.0,Housing and Community Development,"['Assault and harassment offenses', 'Cardiovascular and respiratory health', 'Congressional oversight', 'Crime victims', 'Criminal investigation, prosecution, interrogation', 'Criminal justice information and records', 'Defense spending', 'Department of Defense', 'Emergency medical services and trauma care', 'Employee hiring', 'Employment discrimination and employee rights', 'Executive agency funding and structure', 'First Amendment rights', 'Government information and archives', 'Government trust funds', 'HIV/AIDS', 'Health care costs and insurance', 'Health care coverage and access', 'Health information and medical records', 'Higher education', 'Homelessness and emergency shelter', 'Housing and community development funding', 'Housing discrimination', 'Housing supply and affordability', 'Human rights', 'Human trafficking', 'Infectious and parasitic diseases', 'Internet, web applications, social media', 'Labor standards', 'Low- and moderate-income housing', 'Poverty and welfare assistance', 'Public housing', 'Religion', 'Right of privacy', 'Self-employed', 'Social security and elderly assistance', 'Solid waste and recycling', 'Student aid and college costs', 'Veterans', '', 'Voting rights', 'Wages and earnings', 'Water use and supply']"
118hres983ih,['Education and the Workforce Committee'],118.0,House Simple Resolution,983.0,Introduced (House),Recognizing January 2024 as National Mentoring Month.,896.0,Education,"['Child care and development', 'Commemorative events and holidays', 'Congressional tributes', 'Educational guidance', 'Elementary and secondary education', 'Social work, volunteer service, charitable organizations']"
118hres118ih,"['Energy and Commerce Committee', 'Ways and Means Committee']",118.0,House Simple Resolution,118.0,Introduced (House),Maintaining Medicare.,450.0,Health,"['Aging', 'Medicare']"
118hres185ih,"['Energy and Commerce Committee', 'Judiciary Committee']",118.0,House Simple Resolution,185.0,Introduced (House),Declaring racism a public health crisis.,1149.0,Health,"['Health care coverage and access', 'Health care quality', 'Minority health', 'Racial and ethnic relations']"
118hres709ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,709.0,Introduced (House),"Supporting the designation of September 2023 as National Cholesterol Education Month, and September 30, 2023, as LDL–C Awareness Day.",285.0,Health,"['Cardiovascular and respiratory health', 'Commemorative events and holidays', 'Health promotion and preventive care']"
118hres293ih,['Natural Resources Committee'],118.0,House Simple Resolution,293.0,Introduced (House),Supporting the designation of April 2023 as National Native Plant Month.,198.0,Public Lands and Natural Resources,"['Commemorative events and holidays', 'Ecology', 'Horticulture and plants']"
118hres90eh,['Foreign Affairs Committee'],118.0,House Simple Resolution,90.0,Engrossed (House),Demanding that the Government of the People’s Republic of China and the Chinese Communist Party immediately release Mark Swidan.,755.0,International Affairs,"['Asia', 'China', 'Detention of persons', 'Drug trafficking and controlled substances', 'Human rights']"
118hres68ih,['Education and the Workforce Committee'],118.0,House Simple Resolution,68.0,Introduced (House),Supporting the contributions of Catholic schools.,772.0,Education,"['Commemorative events and holidays', 'Congressional tributes', 'Elementary and secondary education', 'Religion', 'Teaching, teachers, curricula']"
118hres741rh,['Rules Committee'],118.0,House Simple Resolution,741.0,Reported in (House),"Providing for consideration of the bill (H.R. 5525) making continuing appropriations for fiscal year 2024, and for other purposes.",1012.0,Congress,"['House of Representatives', 'Legislative rules and procedure']"
118hres83rh,['Rules Committee'],118.0,House Simple Resolution,83.0,Reported in (House),"Providing for consideration of the concurrent resolution (H. Con. Res. 9) denouncing the horrors of socialism, and providing for consideration of the resolution (H. Res. 76) removing a certain Member from a certain standing committee of the House.",1233.0,Congress,"['House of Representatives', 'Legislative rules and procedure']"
118hres838rh,['Rules Committee'],118.0,House Simple Resolution,838.0,Reported in (House),"Providing for consideration of the bill (H.R. 4821) making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2024, and for other purposes; providing for consideration of the bill (H.R. 4820) making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2024, and for other purposes; and providing for consideration of the bill (H.R. 6126) making emergency supplemental appropriations to respond to the attacks in Israel for the fiscal year ending September 30, 2024, and for other purposes.",7251.0,Congress,"['House of Representatives', 'Legislative rules and procedure']"
118hres347ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,347.0,Introduced (House),Expressing support for designation of the month of April 2023 as Parkinson’s Awareness Month.,626.0,Health,"['Commemorative events and holidays', 'Medical research', 'Neurological disorders', 'Research administration and funding']"
118hres81ih,['Foreign Affairs Committee'],118.0,House Simple Resolution,81.0,Introduced (House),Calling on the President to support the creation of a Special Tribunal for the Punishment of the Crime of Aggression against Ukraine.,1021.0,International Affairs,"['Conflicts and wars', 'Criminal investigation, prosecution, interrogation', 'Europe', 'International law and treaties', 'Russia', 'Specialized courts', 'Ukraine', 'War crimes, genocide, crimes against humanity']"
118hres230ih,['Education and the Workforce Committee'],118.0,House Simple Resolution,230.0,Introduced (House),Recognizing the contributions of AmeriCorps members and alumni and AmeriCorps Seniors volunteers to the lives of the people of the United States.,699.0,Labor and Employment,"['Congressional tributes', 'National and community service', 'Social work, volunteer service, charitable organizations']"
118hres49ih,['Oversight and Accountability Committee'],118.0,House Simple Resolution,49.0,Introduced (House),Recognizing the cultural and historical significance of Lunar New Year in 2023.,436.0,"Arts, Culture, Religion","['Asia', 'Commemorative events and holidays', 'Congressional tributes', 'Racial and ethnic relations']"
118hres456eh,['Rules Committee'],118.0,House Simple Resolution,456.0,Engrossed (House),Providing for consideration of the bill (H.R. 3746) to provide for a responsible increase to the debt ceiling.,840.0,Congress,"['House of Representatives', 'Legislative rules and procedure']"
118hres864eh,['Rules Committee'],118.0,House Simple Resolution,864.0,Engrossed (House),"Providing for consideration of the bill (H.R. 5894) making appropriations for the Departments of Labor, Health and Human Services, and Education, and related agencies for the fiscal year ending September 30, 2024, and for other purposes.",3775.0,Congress,"['House of Representatives', 'Legislative rules and procedure']"
118hres726ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,726.0,Introduced (House),"Supporting the designation of the week of September 25 through September 29, 2023, as National Clean Energy Week.",741.0,Energy,"['Alternative and renewable resources', 'Commemorative events and holidays', 'Congressional tributes', 'Small business']"
118hres594ih,['Education and the Workforce Committee'],118.0,House Simple Resolution,594.0,Introduced (House),"Recognizing the value of the Older Americans Act of 1965 nutrition program in addressing hunger, malnutrition, and isolation, and improving the health and quality of life for millions of our Nations seniors each year.",1321.0,Social Welfare,"['Aging', 'Commemorative events and holidays', 'Congressional tributes', 'Disability assistance', 'Food assistance and relief', 'Members of Congress', 'Nutrition and diet', 'Social work, volunteer service, charitable organizations']"
118hres966eh,['Foreign Affairs Committee'],118.0,House Simple Resolution,966.0,Engrossed (House),Condemning rape and sexual violence committed by Hamas in its war against Israel.,869.0,International Affairs,"['Crimes against women', 'Israel', 'Middle East', 'Sex offenses', 'Terrorism', 'Violent crime']"
118hres318ih,['Foreign Affairs Committee'],118.0,House Simple Resolution,318.0,Introduced (House),"Recognizing the importance of the 70th anniversary of the signing of the Mutual Defense Treaty between the United States and the Republic of Korea on October 1, 1953.",2553.0,International Affairs,"['Alliances', 'Asia', 'Congressional tributes', 'International law and treaties', 'South Korea']"
118hres18ih,"['Ethics Committee', 'Rules Committee']",118.0,House Simple Resolution,18.0,Introduced (House),"Amending the Rules of the House of Representatives to prohibit the introduction or consideration of certain legislation that authorizes or makes appropriations of funds for a Federal program not previously authorized or funded, and for other purposes.",2169.0,Congress,"['Appropriations', 'Budget process', 'House of Representatives', 'Legislative rules and procedure']"
118hres771eh,['Foreign Affairs Committee'],118.0,House Simple Resolution,771.0,Engrossed (House),Standing with Israel as it defends itself against the barbaric war launched by Hamas and other terrorists.,1412.0,International Affairs,"['Arab-Israeli relations', 'Conflicts and wars', 'Detention of persons', 'Diplomacy, foreign officials, Americans abroad', 'Foreign aid and international relief', 'Intelligence activities, surveillance, classified information', 'Iran', 'Israel', 'Middle East', 'Military assistance, sales, and agreements', 'Palestinians', 'Sanctions', 'Terrorism']"
118hres272eh,['Foreign Affairs Committee'],118.0,House Simple Resolution,272.0,Engrossed (House),Calling on the Government of the Russian Federation to immediately release United States citizen Paul Whelan.,909.0,International Affairs,"['Canada', 'Criminal investigation, prosecution, interrogation', 'Detention of persons', 'Diplomacy, foreign officials, Americans abroad', 'Due process and equal protection', 'Europe', 'Evidence and witnesses', 'Human rights', 'International law and treaties', 'Ireland', 'Russia', 'United Kingdom']"
118hres89ih,['Judiciary Committee'],118.0,House Simple Resolution,89.0,Introduced (House),"Impeaching Alejandro Nicholas Mayorkas, Secretary of Homeland Security, for high crimes and misdemeanors.",8012.0,Government Operations and Politics,"['Border security and unlawful immigration', 'Congressional oversight', 'Congressional-executive branch relations', 'Department of Homeland Security', 'Drug trafficking and controlled substances', 'Federal officials', 'Government ethics and transparency, public corruption', 'Immigration status and procedures', 'Smuggling and trafficking', 'Terrorism']"
118hres372ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,372.0,Introduced (House),Expressing support for the designation of May 2023 as Mental Health Awareness Month.,1015.0,Health,"['Commemorative events and holidays', 'Health programs administration and funding', 'Health promotion and preventive care', 'Mental health']"
118hres381ih,"['Energy and Commerce Committee', 'Judiciary Committee']",118.0,House Simple Resolution,381.0,Introduced (House),"Supporting the mission and goals of National Fentanyl Awareness Day in 2023, including increasing individual and public awareness of the impact of fake or counterfeit fentanyl pills on families and young people.",573.0,Health,"['Commemorative events and holidays', 'Drug trafficking and controlled substances', 'Drug, alcohol, tobacco use']"
118hres31ih,['Education and the Workforce Committee'],118.0,House Simple Resolution,31.0,Introduced (House),"Honoring Alpha Kappa Alpha Sorority, Inc.®, on reaching the historic milestone of 115 years of serving communities.",120.0,Education,"['Commemorative events and holidays', 'Higher education', 'Social work, volunteer service, charitable organizations', 'Women']"
118hres522ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,522.0,Introduced (House),"Recognizing the role of father engagement in improving overall health outcomes during pregnancy, birth, and postpartum, for both the mother and baby.",502.0,Families,"['Child health', 'Family relationships', 'Sex and reproductive health', 'Women']"
118hres166eh,['Rules Committee'],118.0,House Simple Resolution,166.0,Engrossed (House),"Providing for consideration of the bill (H.R. 347) to require the Executive Office of the President to provide an inflation estimate with respect to Executive orders with a significant effect on the annual gross budget, and for other purposes, and providing for consideration of the joint resolution (H.J. Res. 30) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to ‘‘Prudence and Loyalty in Selecting Plan Investments and Exercising Shareholder Rights’’.",2847.0,Congress,"['House of Representatives', 'Legislative rules and procedure']"
118hres22ih,"['Transportation and Infrastructure Committee', 'Foreign Affairs Committee']",118.0,House Simple Resolution,22.0,Introduced (House),Condemning and opposing the unprovoked invasion and egregious act of aggression against the sovereign state of Ukraine by the Russian Federation.,1722.0,International Affairs,"['Alliances', 'Aviation and airports', 'Collective security', 'Conflicts and wars', 'Economic performance and conditions', 'Europe', 'International law and treaties', 'International organizations and cooperation', 'Military operations and strategy', 'Presidents and presidential powers, Vice Presidents', 'Rule of law and government transparency', 'Russia', 'Sanctions', 'Sovereignty, recognition, national governance and status', 'Ukraine']"
118hres355ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,355.0,Introduced (House),Supporting the designation of May 2023 as National Brain Tumor Awareness Month.,756.0,Health,"['Cancer', 'Commemorative events and holidays', 'Congressional tributes', 'Health care quality', 'Health promotion and preventive care', 'Medical research', 'Neurological disorders', 'Research administration and funding']"
118hres336ih,['Committee on House Administration'],118.0,House Simple Resolution,336.0,Introduced (House),Expressing the sense of the House of Representatives that the House should recognize Robert Aitken’s Bible as a historical document of the United States Congress.,162.0,"Arts, Culture, Religion","['Books and print media', 'Religion', 'U.S. history']"
118hres184ih,['Oversight and Accountability Committee'],118.0,House Simple Resolution,184.0,Introduced (House),Recognizing and celebrating the significance of Black History Month.,480.0,"Civil Rights and Liberties, Minority Issues","['Commemorative events and holidays', 'Congressional tributes', 'Racial and ethnic relations', 'U.S. history']"
118hres213ih,['Oversight and Accountability Committee'],118.0,House Simple Resolution,213.0,Introduced (House),Supporting the designation of March 2023 as National Colorectal Cancer Awareness Month.,242.0,Health,"['Cancer', 'Commemorative events and holidays', 'Digestive and metabolic diseases', 'Health promotion and preventive care']"
118hres295ih,['Oversight and Accountability Committee'],118.0,House Simple Resolution,295.0,Introduced (House),"Recognizing the enduring cultural and historical significance of emancipation in the Nation’s capital on the anniversary of President Abraham Lincoln’s signing of the District of Columbia Compensated Emancipation Act, which established the first freed on April 16, 1862, and celebrating passage of the District of Columbia statehood bill in the House of Representatives.",375.0,Government Operations and Politics,"['Commemorative events and holidays', 'Congressional tributes', 'District of Columbia', 'Due process and equal protection', 'Legislative rules and procedure', 'Racial and ethnic relations', 'State and local government operations', 'U.S. history']"
118hres418ih,"['Education and the Workforce Committee', 'Energy and Commerce Committee', 'Foreign Affairs Committee']",118.0,House Simple Resolution,418.0,Introduced (House),"Supporting the goals and ideals of the International Day Against Homophobia, Biphobia, Interphobia, and Transphobia (IDAHOBIT).",1105.0,"Civil Rights and Liberties, Minority Issues","['Commemorative events and holidays', 'Elementary and secondary education', 'Foreign aid and international relief', 'Health care quality', 'Higher education', 'Human rights', 'School administration', 'Sex, gender, sexual orientation discrimination']"
118hres583rh,['Rules Committee'],118.0,House Simple Resolution,583.0,Reported in (House),"Providing for further consideration of the bill (H.R. 2670) to authorize appropriations for fiscal year 2024 for military activities of the Department of Defense and for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",2459.0,Congress,"['House of Representatives', 'Legislative rules and procedure']"
118hres632ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,632.0,Introduced (House),"Recognizing July 28, 2023, as World Hepatitis Day.",697.0,Health,"['Commemorative events and holidays', 'Digestive and metabolic diseases', 'Health care coverage and access', 'Health programs administration and funding', 'Health promotion and preventive care', 'Immunology and vaccination', 'Infectious and parasitic diseases', 'World health']"
118hres934ih,['Judiciary Committee'],118.0,House Simple Resolution,934.0,Introduced (House),"Expressing the sense of the House of Representatives that regular journalistic activities are protected under the First Amendment, and that the United States ought to drop all charges against and attempts to extradite Julian Assange.",557.0,"Civil Rights and Liberties, Minority Issues","['Criminal investigation, prosecution, interrogation', 'Espionage and treason', 'First Amendment rights', 'News media and reporting']"
118hres602ih,['Education and the Workforce Committee'],118.0,House Simple Resolution,602.0,Introduced (House),"Commemorating the 50th anniversary of hip hop and designating August 11, 2023, as Hip Hop Celebration Day, designating August 2023 as Hip Hop Recognition Month, and designating November 2023 as Hip Hop History Month.",713.0,"Arts, Culture, Religion","['Commemorative events and holidays', 'Music', 'State and local government operations']"
118hres95ih,['Armed Services Committee'],118.0,House Simple Resolution,95.0,Introduced (House),Honoring the 106th anniversary of Selfridge Air National Guard Base and the contributions of Selfridge Air National Guard Base to the military and national security of the United States.,700.0,Armed Forces and National Security,"['Congressional tributes', 'Michigan', 'Military facilities and property']"
118hres222ih,['Education and the Workforce Committee'],118.0,House Simple Resolution,222.0,Introduced (House),Expressing support for approximately doubling funding for Federal career and technical education programs.,1038.0,Labor and Employment,"['Economic performance and conditions', 'Education programs funding', 'Elementary and secondary education', 'Employment and training programs', 'Higher education', 'Vocational and technical education']"
118hres170ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,170.0,Introduced (House),Recognizing it is the congressional intent of the Affordable Care Act that enhanced Federal medical assistance percentage funds are to be directly shared with the counties in States with a Medicaid local share requirement.,200.0,Health,"['Health care costs and insurance', 'Intergovernmental relations', 'Medicaid', 'State and local finance', 'State and local government operations']"
118hres503rch,"['Homeland Security Committee', 'Judiciary Committee']",118.0,House Simple Resolution,503.0,Reference Change (House),"Impeaching Joseph R. Biden, Jr., President of the United States, for high crimes and misdemeanors.",6310.0,Government Operations and Politics,"['Congressional oversight', 'Congressional-executive branch relations', 'Government ethics and transparency, public corruption', 'Presidents and presidential powers, Vice Presidents', 'Rule of law and government transparency']"
118hres245ih,['Oversight and Accountability Committee'],118.0,House Simple Resolution,245.0,Introduced (House),"Recognizing and congratulating the city of Manassas, Virginia, on the 150th anniversary of its founding.",409.0,Government Operations and Politics,"['Commemorative events and holidays', 'U.S. history', 'Virginia']"
118hres120ih,['Judiciary Committee'],118.0,House Simple Resolution,120.0,Introduced (House),Expressing support for designation of the month of February 2023 as National Teen Dating Violence Awareness and Prevention Month.,754.0,Crime and Law Enforcement,"['Assault and harassment offenses', 'Commemorative events and holidays', 'Congressional tributes', 'Crime prevention', 'Crimes against children', 'Crimes against women', 'Domestic violence and child abuse', 'Violent crime']"
118hres593eh,['Committee on House Administration'],118.0,House Simple Resolution,593.0,Engrossed (House),,265.0,Congress,"['Broadcasting, cable, digital technologies', 'Congressional operations and organization', 'Digital media', 'Government information and archives', 'House of Representatives']"
118hres416ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,416.0,Introduced (House),Expressing support for the designation of the 17th day in May as DIPG Awareness Day to raise awareness and encourage research into cures for diffuse intrinsic pontine glioma (DIPG) and pediatric cancers in general.,764.0,Health,"['Cancer', 'Child health', 'Commemorative events and holidays', 'Health programs administration and funding', 'Medical research', 'Research administration and funding']"
118hres59ih,['Education and the Workforce Committee'],118.0,House Simple Resolution,59.0,Introduced (House),Recognizing January 2023 as National Mentoring Month.,872.0,Education,"['Child care and development', 'Commemorative events and holidays', 'Congressional tributes', 'Educational guidance', 'Elementary and secondary education', 'Social work, volunteer service, charitable organizations']"
118hres72ih,['Education and the Workforce Committee'],118.0,House Simple Resolution,72.0,Introduced (House),Recognizing the contributions of independent workers and contractors to the American economy.,378.0,Labor and Employment,"['Economic performance and conditions', 'Labor market', 'Self-employed', 'Wages and earnings']"
118hres878eh,['Ethics Committee'],118.0,House Simple Resolution,878.0,Engrossed (House),Providing for the expulsion of Representative George Santos from the United States House of Representatives.,199.0,Congress,"['Government ethics and transparency, public corruption', 'House of Representatives', 'Members of Congress']"
118hres617ih,"['Energy and Commerce Committee', 'Transportation and Infrastructure Committee', 'Financial Services Committee', 'Judiciary Committee', 'Education and the Workforce Committee']",118.0,House Simple Resolution,617.0,Introduced (House),Recognizing the importance of independent living for individuals with disabilities made possible by the Americans with Disabilities Act of 1990 and calling for further action to strengthen home and community living for individuals with disabilities.,2024.0,"Civil Rights and Liberties, Minority Issues","['Aviation and airports', 'Computers and information technology', 'Disability and health-based discrimination', 'Housing for the elderly and disabled', 'Intergovernmental relations', 'Internet, web applications, social media', 'Transportation employees']"
118hres117ih,['Ways and Means Committee'],118.0,House Simple Resolution,117.0,Introduced (House),"Affirming that Social Security is one of the primary pillars of retirement support for millions of older Americans, and for other purposes.",401.0,Social Welfare,"['Budget deficits and national debt', 'Social security and elderly assistance']"
